Name,Rating,Expertise,Number_of_Employees,Type,Age,Location,Highly_Rated_For,Critically_Rated_For
Appy Pie,4.3,IT Services & Consulting,201-500 Employees,8 years old,Noida +1 more,Noida +1 more,"Work Life Balance, Job Security, Work Satisfaction",N/A
Sinhgad Technical Education Society,3.4,Education & Training,201-500 Employees,30 years old,Pune +4 more,Pune +4 more,N/A,Salary & Benefits
ArisGlobal,2.8,IT Services & Consulting,1k-5k Employees (Global),36 years old,Miami +3 more,Miami +3 more,N/A,"Job Security, Promotions / Appraisal, Company Culture"
Techila Global Services,3.9,IT Services & Consulting,501-1k Employees,11 years old,Boca Raton +4 more,Boca Raton +4 more,"Work Life Balance, Salary & Benefits, Company Culture",N/A
Everest Group,3.7,Analytics & KPO,501-1k Employees,32 years old,Dallas +9 more,Dallas +9 more,"Company Culture, Salary & Benefits",N/A
KARL STORZ,3.9,Healthcare,51-200 Employees,78 years old,Tuttlingen +14 more,Tuttlingen +14 more,Job Security,N/A
FSL,4.0,Education & Training,11-50 Employees (Global),23 years old,Bengaluru +14 more,Bengaluru +14 more,Job Security,N/A
Aga Khan University Hospital,4.1,Healthcare,1k-5k Employees,40 years old,Karachi  +4 more,Karachi  +4 more,Skill Development / Learning,N/A
Parekh Group,3.7,Logistics,201-500 Employees,72 years old,Mumbai +21 more,Mumbai +21 more,N/A,N/A
RCF,3.9,Agro Chemicals,1k-5k Employees (Global),56 years old,Mumbai +12 more,Mumbai +12 more,"Job Security, Salary & Benefits, Skill Development / Learning",N/A
Balaji Telefilms,3.2,Media & Entertainment,201-500 Employees,Public,29 years old,Mumbai +8 more,N/A,"Job Security, Company Culture"
RMZ Corp,3.3,Real Estate,201-500 Employees,21 years old,Bangalore/Bengaluru +3 more,Bangalore/Bengaluru +3 more,N/A,"Job Security, Work Life Balance"
Kestone Integrated Marketing Services,3.5,Marketing & Advertising,51-200 Employees,26 years old,New Delhi +16 more,New Delhi +16 more,N/A,Promotions / Appraisal
CRY - Child Rights and You,4.0,Non-Profit,51-200 Employees,44 years old,Mumbai +6 more,Mumbai +6 more,"Work Life Balance, Salary & Benefits, Company Culture",N/A
Inspace Technologies,4.2,Software Product,51-200 Employees,20 years old,Chennai +10 more,Chennai +10 more,"Work Life Balance, Skill Development / Learning, Job Security",N/A
RDP Workstations,3.4,Consumer Electronics & Appliances,11-50 Employees,11 years old,Hyderabad +5 more,Hyderabad +5 more,N/A,Job Security
Chaitanya Projects Consultancy,3.9,N/A,N/A,N/A,N/A,N/A,"Work Satisfaction, Salary & Benefits, Job Security",N/A
Concept Pharmaceuticals,2.7,Pharma,11-50 Employees,39 years old,Mumbai +12 more,Mumbai +12 more,N/A,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Eclat Health Solutions,3.5,Financial Services,201-500 Employees,15 years old,Herndon +4 more,Herndon +4 more,N/A,N/A
Swarna Pragati Housing Microfinance,4.0,Financial Services,51-200 Employees,14 years old,Nagpur +23 more,Nagpur +23 more,"Salary & Benefits, Work Life Balance, Company Culture",N/A
NuvoEx,4.5,Logistics,1k-5k Employees,Startup,10 years old,Delhi +15 more,"Work Life Balance, Work Satisfaction, Company Culture",N/A
DP Chocolates,4.0,Food Processing,51-200 Employees,16 years old,Hyderabad +6 more,Hyderabad +6 more,"Company Culture, Work Satisfaction, Job Security",N/A
Mahatma Gandhi Medical College & Hospital,4.4,Education & Training,501-1k Employees,23 years old,Jaipur +10 more,Jaipur +10 more,"Work Life Balance, Job Security, Work Satisfaction",N/A
Pentair Water India,3.8,Industrial Machinery,201-500 Employees,57 years old,London +8 more,London +8 more,"Work Life Balance, Job Security",N/A
Majestique Landmarks,3.8,Engineering & Construction,51-200 Employees,16 years old,Pune +2 more,Pune +2 more,N/A,N/A
Danem Engineering Works,3.8,Engineering & Construction,51-200 Employees,25 years old,Doha +6 more,Doha +6 more,"Skill Development / Learning, Work Life Balance, Salary & Benefits",N/A
ABES Engineering College,3.8,Education & Training,201-500 Employees,24 years old,Ghaziabad +6 more,Ghaziabad +6 more,N/A,N/A
New Saraswati House,3.9,Printing & Publishing,51-200 Employees,73 years old,New Delhi +17 more,New Delhi +17 more,Work Life Balance,N/A
Virchow Laboratories,3.8,Pharma,201-500 Employees,42 years old,Hyderabad +5 more,Hyderabad +5 more,Job Security,N/A
Eastman Cast & Forge,3.0,Import & Export,51-200 Employees,Public,34 years old,Ludhiana +6 more,N/A,"Work Satisfaction, Company Culture, Promotions / Appraisal"
Lifeline Hospital India,4.2,Healthcare,201-500 Employees (Global),26 years old,Chennai +25 more,Chennai +25 more,"Work Life Balance, Skill Development / Learning, Company Culture",N/A
Avekshaa Technologies,4.7,Software Product,51-200 Employees,12 years old,Bangalore/Bengaluru +3 more,Bangalore/Bengaluru +3 more,"Skill Development / Learning, Job Security, Promotions / Appraisal",N/A
FSL,4.0,Education & Training,11-50 Employees (Global),23 years old,Bengaluru +14 more,Bengaluru +14 more,Job Security,N/A
Auriga Research,3.1,Analytics & KPO,51-200 Employees,16 years old,Gurgaon +8 more,Gurgaon +8 more,N/A,N/A
RDP Workstations,3.4,Consumer Electronics & Appliances,11-50 Employees,11 years old,Hyderabad +5 more,Hyderabad +5 more,N/A,Job Security
CleanMax Solar,4.4,Power,51-200 Employees,12 years old,Mumbai +11 more,Mumbai +11 more,"Job Security, Company Culture, Salary & Benefits",N/A
KARL STORZ,3.9,Healthcare,51-200 Employees,78 years old,Tuttlingen +14 more,Tuttlingen +14 more,Job Security,N/A
iResearch Services,3.2,Analytics & KPO,51-200 Employees,15 years old,London,London,N/A,"Promotions / Appraisal, Skill Development / Learning, Job Security"
Chaitanya Projects Consultancy,3.9,N/A,N/A,N/A,N/A,N/A,"Work Satisfaction, Salary & Benefits, Job Security",N/A
Concept Pharmaceuticals,2.7,Pharma,11-50 Employees,39 years old,Mumbai +12 more,Mumbai +12 more,N/A,"Promotions / Appraisal, Salary & Benefits, Skill Development / Learning"
Premier Irrigation Adritec,3.7,Agriculture,501-1k Employees,Public,58 years old,Kolkata +19 more,N/A,Promotions / Appraisal
Sigma Corporation India,4.1,Auto Components,201-500 Employees,59 years old,New Delhi +5 more,New Delhi +5 more,Work Life Balance,N/A
Degania Medical Devices,4.2,Medical Equipment,51-200 Employees,39 years old,Degania Bet +3 more,Degania Bet +3 more,"Skill Development / Learning, Company Culture, Work Satisfaction",N/A
TekisHub Consulting Services,4.0,N/A,N/A,N/A,N/A,N/A,"Company Culture, Work Life Balance",N/A
Mobicule Technologies,2.8,Software Product,201-500 Employees,15 years old,Mumbai +4 more,Mumbai +4 more,N/A,"Salary & Benefits, Work Life Balance, Company Culture"
Nesto Hypermarket,3.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ATYETI,3.7,IT Services & Consulting,201-500 Employees,15 years old,Princeton +5 more,Princeton +5 more,"Work Life Balance, Salary & Benefits",N/A
Zydus Takeda Healthcare,4.2,Pharma,51-200 Employees,242 years old,Tokyo +2 more,Tokyo +2 more,"Salary & Benefits, Company Culture, Work Life Balance",N/A
Shalimar Group,4.0,Agriculture,501-1k Employees,53 years old,Kolkata +19 more,Kolkata +19 more,"Company Culture, Work Life Balance",N/A
Biomerieux,3.8,Biotechnology,51-200 Employees,60 years old,Marcy I'Etoile +12 more,Marcy I'Etoile +12 more,N/A,N/A
Konkan Railway Corporation,3.8,Railways,5k-10k Employees (Global),Central,52 years old,Navi Mumbai +15 more,N/A,N/A
Digital Minds Software Solutions,3.8,Software Product,51-200 Employees,11 years old,Hyderabad,Hyderabad,"Company Culture, Work Life Balance",N/A
Oriental Rubber Industries,3.5,Petrochemicals,201-500 Employees,74 years old,Pune +3 more,Pune +3 more,N/A,"Promotions / Appraisal, Salary & Benefits, Company Culture"
Health Prime International,3.2,N/A,N/A,N/A,N/A,N/A,N/A,"Work Satisfaction, Promotions / Appraisal, Work Life Balance"
"Altruista Health, Inc",3.5,IT Services & Consulting,201-500 Employees,16 years old,Reston,Reston,N/A,N/A
Pooja Forge,3.4,Industrial Machinery,51-200 Employees,Public,37 years old,Faridabad +3 more,N/A,"Salary & Benefits, Promotions / Appraisal"
Ocl Iron & Steel,3.9,Iron & Steel,11-50 Employees,Public,22 years old,Rajgangpur +7 more,Skill Development / Learning,N/A
Escorts Railway Equipment Division,3.6,N/A,N/A,N/A,N/A,N/A,N/A,Promotions / Appraisal
Srinivasa Farms,4.0,Food Processing,1k-5k Employees,58 years old,Hyderabad/Secunderabad +10 more,Hyderabad/Secunderabad +10 more,"Job Security, Work Life Balance, Company Culture",N/A
Rajasthan Antibiotics,3.8,Pharma,201-500 Employees,32 years old,New Delhi +5 more,New Delhi +5 more,N/A,Promotions / Appraisal
Della Group,3.0,Architecture & Interior Design,501-1k Employees,27 years old,Mumbai +2 more,Mumbai +2 more,N/A,"Work Life Balance, Job Security, Work Satisfaction"
Rajwada Group,3.8,Real Estate,11-50 Employees,23 years old,Kolkata +2 more,Kolkata +2 more,N/A,N/A
Ess Kay Fabrication,3.4,Engineering & Construction,11-50 Employees,32 years old,Gurgaon/Gurugram +4 more,Gurgaon/Gurugram +4 more,N/A,N/A
Cogeme Precision Parts,3.9,Industrial Machinery,51-200 Employees,16 years old,Pune,Pune,N/A,N/A
Innovare Labs,3.5,Pharma,11-50 Employees,11 years old,Hyderabad/Secunderabad +3 more,Hyderabad/Secunderabad +3 more,N/A,N/A
Arya Iron & Steel Co.,4.4,Iron & Steel,501-1k Employees,19 years old,Mumbai +4 more,Mumbai +4 more,"Work Life Balance, Company Culture, Work Satisfaction",N/A
New Saraswati House,3.9,Printing & Publishing,51-200 Employees,73 years old,New Delhi +17 more,New Delhi +17 more,Work Life Balance,N/A
Indian Institute of Management,3.8,N/A,N/A,N/A,N/A,N/A,"Work Life Balance, Company Culture","Work Life Balance, Company Culture"
Appy Pie,4.3,IT Services & Consulting,201-500 Employees,8 years old,Noida +1 more,Noida +1 more,"Work Life Balance, Job Security, Work Satisfaction",N/A
Onegene,3.1,N/A,N/A,N/A,N/A,N/A,N/A,"Promotions / Appraisal, Work Satisfaction, Work Life Balance"
Lakshmi Electrical Control Systems,3.3,Electrical Equipment,51-200 Employees,Public,42 years old,Coimbatore +2 more,N/A,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Lotus Surgicals,4.1,Medical Equipment,201-500 Employees,18 years old,Mumbai +15 more,Mumbai +15 more,"Job Security, Company Culture, Salary & Benefits",N/A
Sher-I-Kashmir Institute of Medical Sciences,4.5,Healthcare,201-500 Employees,Public,46 years old,Srinagar +4 more,"Skill Development / Learning, Work Satisfaction, Job Security",N/A
Virchow Laboratories,3.8,Pharma,201-500 Employees,42 years old,Hyderabad +5 more,Hyderabad +5 more,Job Security,N/A
Allena Auto Industries,3.6,Auto Components,201-500 Employees,47 years old,Mohali +4 more,Mohali +4 more,N/A,"Promotions / Appraisal, Salary & Benefits"
Sanjay Ghodawat Group,3.3,Food Processing,5k-10k Employees (Global),31 years old,Kolhapur +15 more,Kolhapur +15 more,N/A,"Job Security, Promotions / Appraisal, Work Satisfaction"
Deepak Novochem Technologies,4.1,Chemicals,51-200 Employees,16 years old,Pune +3 more,Pune +3 more,"Job Security, Skill Development / Learning, Company Culture",N/A
Rakesh Masala,4.2,Food Processing,201-500 Employees,27 years old,Noida +16 more,Noida +16 more,"Skill Development / Learning, Company Culture, Salary & Benefits",N/A
Transport Solutions India,3.8,Automobile,51-200 Employees,23 years old,Mumbai +10 more,Mumbai +10 more,N/A,Promotions / Appraisal
Foodhub,3.9,Software Product,501-1k Employees,2 years old,Stoke-on-Trent +3 more,Stoke-on-Trent +3 more,"Company Culture, Salary & Benefits",N/A
Services & Trade Co. LLC,3.7,Engineering & Construction,201-500 Employees,46 years old,Muscat +3 more,Muscat +3 more,Work Life Balance,N/A
Nichino,4.0,N/A,N/A,N/A,N/A,N/A,Work Life Balance,N/A
Rohilkhand Medical College And Hospital,3.8,Healthcare,201-500 Employees,17 years old,Bareilly +6 more,Bareilly +6 more,Job Security,N/A
Haribhakti & Co,2.4,N/A,N/A,N/A,N/A,N/A,N/A,"Promotions / Appraisal, Company Culture, Salary & Benefits"
Wonder Home Finance,4.3,Financial Services,51-200 Employees,6 years old,jaipur +29 more,jaipur +29 more,"Company Culture, Work Satisfaction, Work Life Balance",N/A
ORIX Leasing & Financial Services,4.6,Financial Services,51-200 Employees,28 years old,Mumbai +19 more,Mumbai +19 more,"Work Life Balance, Company Culture, Job Security",N/A
DPS International,3.7,Education & Training,51-200 Employees,9 years old,Gurgaon/Gurugram +22 more,Gurgaon/Gurugram +22 more,N/A,N/A
Anand Engineering Products,3.8,Engineering & Construction,201-500 Employees,47 years old,Tiruchirappalli +4 more,Tiruchirappalli +4 more,Skill Development / Learning,Skill Development / Learning
EarlySalary.com,4.1,FinTech,501-1k Employees,Startup,8 years old,Pune +4 more,"Company Culture, Skill Development / Learning, Work Life Balance",N/A
Elektrobit India,4.0,IT Services & Consulting,501-1k Employees,Public,35 years old,Erlangen +1 more,"Work Life Balance, Job Security, Company Culture",N/A
IServeU,3.0,FinTech,51-200 Employees,7 years old,Bhubaneswar +4 more,Bhubaneswar +4 more,N/A,"Company Culture, Promotions / Appraisal, Job Security"
Sanvie Retail,3.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emonics,3.9,N/A,N/A,N/A,N/A,N/A,"Salary & Benefits, Work Life Balance, Work Satisfaction",N/A
Hitachi MGRM Net,3.2,IT Services & Consulting,1k-5k Employees,5 years old,New Delhi +6 more,New Delhi +6 more,N/A,N/A
Dynata,3.8,Analytics & KPO,5k-10k Employees,83 years old,Plano +6 more,Plano +6 more,N/A,N/A
Data is Good,4.2,EdTech,51-200 Employees,4 years old,Noida +2 more,Noida +2 more,"Company Culture, Skill Development / Learning, Salary & Benefits",N/A
Continuum Global Solutions,3.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Bhutani Group,3.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dash Technologies Inc,4.3,IT Services & Consulting,201-500 Employees,13 years old,Ahmedabad +5 more,Ahmedabad +5 more,"Skill Development / Learning, Company Culture, Work Satisfaction",N/A
Xiaomi Service Center,4.4,N/A,N/A,N/A,N/A,N/A,"Skill Development / Learning, Company Culture, Work Satisfaction",N/A
Nova Benefits,4.2,Insurance,51-200 Employees,Startup,3 years old,Bangalore +2 more,"Company Culture, Work Life Balance, Salary & Benefits",N/A
Knack Systems,3.5,IT Services & Consulting,201-500 Employees,25 years old,Woodbridge +3 more,Woodbridge +3 more,N/A,N/A
RxLogix Corporation,2.6,Pharma,201-500 Employees,13 years old,Princeton +3 more,Princeton +3 more,N/A,"Work Life Balance, Work Satisfaction, Company Culture"
Sahara Hospital,4.4,Healthcare,501-1k Employees,14 years old,Lucknow +9 more,Lucknow +9 more,"Work Satisfaction, Skill Development / Learning, Work Life Balance",N/A
Supreme Group,3.1,Logistics,201-500 Employees,66 years old,Dubai +19 more,Dubai +19 more,N/A,"Salary & Benefits, Promotions / Appraisal, Company Culture"
Markem Imaje,3.9,Industrial Automation,201-500 Employees,Public,16 years old,Vernier +14 more,Job Security,N/A
IMMCO,3.6,N/A,N/A,N/A,N/A,N/A,Job Security,Job Security
Rain Industries,3.7,Chemicals / Agri Inputs,51-200 Employees,Public,49 years old,Hyderabad/Secunderabad +9 more,N/A,Company Culture
MG Automotives,3.7,Auto Components,501-1k Employees,43 years old,Zahirabad +14 more,Zahirabad +14 more,Skill Development / Learning,N/A
Gateway Rail Freight,3.9,Urban Transport,1k-5k Employees,18 years old,New Delhi +9 more,New Delhi +9 more,N/A,N/A
Sobha Projects and Trade,4.4,Engineering & Construction,1k-5k Employees,24 years old,Bengaluru +8 more,Bengaluru +8 more,"Skill Development / Learning, Work Satisfaction, Company Culture",N/A
Siechem Technologies,4.2,N/A,N/A,N/A,N/A,N/A,"Job Security, Skill Development / Learning, Salary & Benefits",N/A
Rana Sugars,4.2,Food Processing,1k-5k Employees,Public,31 years old,Chandigarh +10 more,"Skill Development / Learning, Work Satisfaction, Company Culture",N/A
Delhi Integrated Multi Modal Transit System,3.9,Urban Transport,201-500 Employees,16 years old,Delhi/NCR +10 more,Delhi/NCR +10 more,Work Life Balance,N/A
World Health Partners,4.5,Non-Profit,10k-50k Employees,15 years old,New Delhi +11 more,New Delhi +11 more,"Work Satisfaction, Company Culture, Skill Development / Learning",N/A
Central Warehousing Corporation,4.3,Government,1k-5k Employees (Global),66 years old,New Delhi +24 more,New Delhi +24 more,"Work Life Balance, Salary & Benefits, Work Satisfaction",N/A
Kosan Crisplant,4.1,Oil & Gas,11-50 Employees,72 years old,Randers +14 more,Randers +14 more,"Job Security, Salary & Benefits, Skill Development / Learning",N/A
S D EngineersTech,3.2,Engineering & Construction,1k-5k Employees,22 years old,Faridabad +4 more,Faridabad +4 more,N/A,Work Life Balance
Intelegencia,3.5,IT Services & Consulting,201-500 Employees,14 years old,Atlanta +2 more,Atlanta +2 more,N/A,Promotions / Appraisal
DreamOrbit,4.2,IT Services & Consulting,201-500 Employees,13 years old,Bangalore/Bengaluru +3 more,Bangalore/Bengaluru +3 more,"Company Culture, Work Life Balance, Salary & Benefits",N/A
Bharti Realty,3.4,Real Estate,51-200 Employees,21 years old,New Delhi +3 more,New Delhi +3 more,Salary & Benefits,N/A
Delhi Public School Ghaziabad Society,3.0,Education & Training,1k-5k Employees,43 years old,New Delhi +12 more,New Delhi +12 more,N/A,"Job Security, Work Satisfaction, Company Culture"
Lingaya's Vidyapeeth,2.9,Education & Training,201-500 Employees,14 years old,Faridabad +2 more,Faridabad +2 more,N/A,"Promotions / Appraisal, Job Security, Salary & Benefits"
Jeena Sikho Lifecare,3.4,N/A,N/A,N/A,N/A,N/A,N/A,Promotions / Appraisal
STEM Learning,4.2,Education & Training,11-50 Employees,12 years old,Mumbai +12 more,Mumbai +12 more,"Work Life Balance, Work Satisfaction, Skill Development / Learning",N/A
FiberHome,3.7,Telecom,51-200 Employees,24 years old,Wuhan  +8 more,Wuhan  +8 more,Work Life Balance,N/A
Naaraayani Sons,3.4,N/A,N/A,N/A,N/A,N/A,N/A,"Company Culture, Promotions / Appraisal, Work Life Balance"
U N Mehta Institute of Cardiology & Research Centre,4.1,Education & Training,51-200 Employees,41 years old,Ahmedabad,Ahmedabad,"Skill Development / Learning, Job Security, Work Satisfaction",N/A
